seq_id	alignment_start alignment_end envelope_start envelope_end hmm_acc hmm_name type hmm_start hmm_end hmm_length bit_score E-value significance clan
AAEL001739	           73    169     73    175 PF00651.30  BTB               Domain     1   102   111     91.9   2.7e-26   1 CL0033   
AAEL001748	           27     59     24     67 PF05225.15  HTH_psq           Domain     4    35    45     21.3   0.00015   1 CL0123   
AAEL001966	          270    293    270    293 PF00096.25  zf-C2H2           Domain     1    23    23     17.3    0.0043   1 CL0361   
AAEL001966	          449    471    449    471 PF00096.25  zf-C2H2           Domain     1    23    23     18.5    0.0018   1 CL0361   
AAEL001966	          597    619    597    619 PF00096.25  zf-C2H2           Domain     1    23    23     19.5    0.0009   1 CL0361   
AAEL001966	          625    647    625    647 PF00096.25  zf-C2H2           Domain     1    23    23     18.9    0.0013   1 CL0361   
AAEL001997	          109    172    107    172 PF00076.21  RRM_1             Domain     3    70    70     50.5   1.2e-13   1 CL0221   
AAEL002184	            6    240      6    240 PF01115.16  F_actin_cap_B     Family     1   238   238    363.2  5.8e-109   1 No_clan  
AAEL002439	           58    117     58    117 PF00379.22  Chitin_bind_4     Family     1    53    53     53.6   2.1e-14   1 No_clan  
AAEL002452	           45    100     45    100 PF00379.22  Chitin_bind_4     Family     1    53    53     50.9   1.6e-13   1 No_clan  
AAEL002631	           31     81     23     81 PF01607.23  CBM_14            Domain     5    53    53     42.0   7.3e-11   1 CL0155   
AAEL002631	          143    184    134    189 PF01607.23  CBM_14            Domain     5    45    53     32.8   5.5e-08   1 CL0155   
AAEL003116	           18    171     17    172 PF00339.28  Arrestin_N        Domain     2   145   146    108.0   3.7e-31   1 CL0135   
AAEL003116	          193    348    192    350 PF02752.21  Arrestin_C        Domain     2   135   137     68.7   5.7e-19   1 CL0135   
AAEL003218	          193    248    193    248 PF00379.22  Chitin_bind_4     Family     1    53    53     48.9   6.6e-13   1 No_clan  
AAEL003221	           44     98     44     98 PF00379.22  Chitin_bind_4     Family     1    53    53     46.0   5.1e-12   1 No_clan  
AAEL003222	          154    208    153    208 PF00379.22  Chitin_bind_4     Family     2    53    53     50.4   2.1e-13   1 No_clan  
AAEL003222	         99    153     98    153 PF00379.22  Chitin_bind_4     Family     2    53    53     51.1   1.3e-13   1 No_clan  
AAEL003225	          143    198    142    198 PF00379.22  Chitin_bind_4     Family     1    53    53     42.7   5.7e-11   1 No_clan  
AAEL003226	           39     93     39     93 PF00379.22  Chitin_bind_4     Family     1    53    53     54.3   1.4e-14   1 No_clan  
AAEL003231	           43    111     43    111 PF00379.22  Chitin_bind_4     Family     1    53    53     57.7   1.1e-15   1 No_clan  
AAEL003232	          195    250    195    250 PF00379.22  Chitin_bind_4     Family     1    53    53     43.9   2.3e-11   1 No_clan  
AAEL003232	        175    230    175    230 PF00379.22  Chitin_bind_4     Family     1    53    53     44.1   2.1e-11   1 No_clan  
AAEL003235	          187    242    187    242 PF00379.22  Chitin_bind_4     Family     1    53    53     54.3   1.3e-14   1 No_clan  
AAEL003235	        189    244    189    244 PF00379.22  Chitin_bind_4     Family     1    53    53     54.3   1.3e-14   1 No_clan  
AAEL003241	          153    208    153    208 PF00379.22  Chitin_bind_4     Family     1    53    53     52.6   4.6e-14   1 No_clan  
AAEL003242	           42    111     42    111 PF00379.22  Chitin_bind_4     Family     1    53    53     55.8   4.6e-15   1 No_clan  
AAEL003256	           42    110     42    110 PF00379.22  Chitin_bind_4     Family     1    53    53     59.0   4.6e-16   1 No_clan  
AAEL003259	           41     99     41     99 PF00379.22  Chitin_bind_4     Family     1    53    53     56.7   2.5e-15   1 No_clan  
AAEL003266	          139    194    124    194 PF00379.22  Chitin_bind_4     Family     1    53    53     52.1   6.4e-14   1 No_clan  
AAEL003274	           43    111     43    111 PF00379.22  Chitin_bind_4     Family     1    53    53     55.8   4.6e-15   1 No_clan  
AAEL003875	          495    519    495    519 PF00096.25  zf-C2H2           Domain     1    23    23     26.8   4.4e-06   1 CL0361   
AAEL003875	          525    547    525    547 PF00096.25  zf-C2H2           Domain     1    23    23     25.4   1.2e-05   1 CL0361   
AAEL003895	           12    166      4    180 PF02230.15  Abhydrolase_2     Domain    10   158   217     96.4   1.9e-27   1 CL0028   
AAEL003931	           56     82     55     84 PF07004.11  SHIPPO-rpt        Repeat     2    29    31     17.2    0.0068   1 No_clan  
AAEL003931	           91    115     90    118 PF07004.11  SHIPPO-rpt        Repeat     2    28    31     17.0     0.008   1 No_clan  
AAEL004002	           57    353     57    354 PF00732.18  GMC_oxred_N       Domain     1   295   296    276.7   2.2e-82   1 CL0063   
AAEL004002	          465    609    465    609 PF05199.12  GMC_oxred_C       Domain     1   144   144    141.2     3e-41   1 No_clan  
AAEL004003	           56    351     56    352 PF00732.18  GMC_oxred_N       Domain     1   295   296    286.8   1.9e-85   1 CL0063   
AAEL004003	          464    607    464    608 PF05199.12  GMC_oxred_C       Domain     1   143   144    136.8   6.8e-40   1 No_clan  
AAEL004013	           68    361     68    362 PF00732.18  GMC_oxred_N       Domain     1   295   296    285.0   6.3e-85   1 CL0063   
AAEL004013	          474    618    474    618 PF05199.12  GMC_oxred_C       Domain     1   144   144    121.9   2.6e-35   1 No_clan  
AAEL004014	          140    434    140    435 PF00732.18  GMC_oxred_N       Domain     1   295   296    262.0   6.3e-78   1 CL0063   
AAEL004014	          547    691    547    691 PF05199.12  GMC_oxred_C       Domain     1   144   144    158.1   1.8e-46   1 No_clan  
AAEL004015	            4    300      4    300 PF00732.18  GMC_oxred_N       Domain     1   296   296    254.6   1.2e-75   1 CL0063   
AAEL004015	          411    555    411    555 PF05199.12  GMC_oxred_C       Domain     1   144   144    142.1   1.5e-41   1 No_clan  
AAEL004025	            4    259      1    259 PF00732.18  GMC_oxred_N       Domain    46   296   296    211.6   1.5e-62   1 CL0063   
AAEL004025	          368    512    368    512 PF05199.12  GMC_oxred_C       Domain     1   144   144    142.5   1.2e-41   1 No_clan  
AAEL004027	           18    300     18    301 PF00732.18  GMC_oxred_N       Domain     1   295   296    219.6   5.2e-65   1 CL0063   
AAEL004027	          411    555    411    555 PF05199.12  GMC_oxred_C       Domain     1   144   144    137.9   3.1e-40   1 No_clan  
AAEL004028	           57    354     57    355 PF00732.18  GMC_oxred_N       Domain     1   295   296    277.9   9.6e-83   1 CL0063   
AAEL004028	          472    615    472    615 PF05199.12  GMC_oxred_C       Domain     1   144   144    125.3   2.4e-36   1 No_clan  
AAEL004031	          303    383    302    383 PF07841.12  DM4_12            Family     2    86    86     54.4   1.4e-14   1 No_clan  
AAEL004036	           83    380     83    381 PF00732.18  GMC_oxred_N       Domain     1   295   296    285.7     4e-85   1 CL0063   
AAEL004036	          493    636    493    637 PF05199.12  GMC_oxred_C       Domain     1   143   144    137.4   4.5e-40   1 No_clan  
AAEL004486	           57    159     56    211 PF00561.19  Abhydrolase_1     Domain     2   109   256     53.1   3.2e-14   1 CL0028   
AAEL006024	           61    253     41    275 PF00795.21  CN_hydrolase      Family    22   214   261     33.1   3.2e-08   1 No_clan  
AAEL006147	           37    279     37    279 PF00089.25  Trypsin           Domain     1   221   221    157.9   2.9e-46   1 CL0124   
AAEL006147	          334    668    333    668 PF00704.27  Glyco_hydro_18    Domain     2   311   311    237.4   2.7e-70   1 CL0058   
AAEL006151	           41    272     41    272 PF00089.25  Trypsin           Domain     1   221   221    147.7     4e-43   1 CL0124   
AAEL006164	           39     91     39     92 PF16020.4   Deltameth_res     Family     1    49    52     74.2   5.1e-21   1 No_clan  
AAEL006440	           29    299     26    300 PF00069.24  Pkinase           Domain     4   263   264    194.6   1.8e-57   1 CL0016   
AAEL006568	           46    295     46    295 PF00089.25  Trypsin           Domain     1   221   221    175.3   1.5e-51   1 CL0124   
AAEL006568	         37    286     37    286 PF00089.25  Trypsin           Domain     1   221   221    175.4   1.3e-51   1 CL0124   
AAEL006936	           15     72     15     90 PF00017.23  SH2               Domain     1    60    77     47.1   1.7e-12   1 CL0541   
AAEL006936	          127    163    127    163 PF07525.15  SOCS_box          Domain     1    35    35     44.1   1.8e-11   1 CL0642   
AAEL008294	           41     88     41     88 PF00379.22  Chitin_bind_4     Family     1    53    53     57.1   1.8e-15   1 No_clan  
AAEL008718	          292    376    286    382 PF00153.26  Mito_carr         Family     8    79    97     37.9   1.2e-09   1 No_clan  
AAEL008719	            8     71      7     72 PF01423.21  LSM               Domain     2    66    67     78.1   2.7e-22   1 CL0527   
AAEL009080	            8    100      4    117 PF08506.9   Cse1              Domain   187   283   370     33.2   2.3e-08   1 CL0020   
AAEL009080	          8    102      4    181 PF08506.9   Cse1              Domain   187   285   370     34.2   1.1e-08   1 CL0020   
AAEL010488	          109    178    101    181 PF02198.15  SAM_PNT           Domain    11    81    84     69.1   2.1e-19   1 CL0003   
AAEL010488	          446    527    445    527 PF00178.21  Ets               Domain     2    81    81    105.4   1.5e-30   1 CL0123   
AAEL010494	            3     76      3     77 PF07776.14  zf-AD             Domain     1    75    76     58.3   6.3e-16   1 CL0361   
AAEL010494	          407    429    407    429 PF00096.25  zf-C2H2           Domain     1    23    23     21.4   0.00022   1 CL0361   
AAEL010494	          464    486    464    486 PF00096.25  zf-C2H2           Domain     1    23    23     23.5   4.8e-05   1 CL0361   
AAEL010494	          576    598    576    598 PF00096.25  zf-C2H2           Domain     1    23    23     20.6   0.00038   1 CL0361   
AAEL014506	          387    478    376    493 PF07728.13  AAA_5             Domain    26   120   138     31.8   1.1e-07   1 CL0023   
AAEL014506	          889    982    874    982 PF07728.13  AAA_5             Domain    41   138   138     26.6   4.5e-06   1 CL0023   
AAEL014506	         1158   1294   1158   1294 PF07728.13  AAA_5             Domain     1   138   138     70.9   9.5e-20   1 CL0023   
AAEL014506	         1462   1616   1462   1616 PF07728.13  AAA_5             Domain     1   138   138     75.4   3.8e-21   1 CL0023   
AAEL014506	         1803   1958   1802   1958 PF07728.13  AAA_5             Domain     2   138   138     44.0   1.9e-11   1 CL0023   
AAEL014506	         2350   2438   2338   2439 PF07728.13  AAA_5             Domain    49   137   138     25.7   8.5e-06   1 CL0023   
AAEL014506	         5430   5580   5429   5595 PF00092.27  VWA               Domain     2   151   175     25.0   1.8e-05   1 CL0128   
AAEL017067	          407    449    399    456 PF01607.23  CBM_14            Domain     5    47    53     40.1   2.8e-10   1 CL0155   
AAEL017067	          457    508    457    508 PF01607.23  CBM_14            Domain     1    53    53     33.3   3.8e-08   1 CL0155   
AAEL017067	          519    560    513    565 PF01607.23  CBM_14            Domain     5    45    53     26.5   4.9e-06   1 CL0155   
AAEL018103	           49    624     49    625 PF01347.21  Vitellogenin_N    Family     1   621   622    214.5   2.3e-63   1 CL0020   
AAEL018103	          657    985    657    985 PF09172.10  DUF1943           Domain     1   308   308    317.8   6.6e-95   1 No_clan  
AAEL018103	         1006   1144   1006   1145 PF06448.10  DUF1081           Family     1   113   114     88.6   3.4e-25   1 No_clan  
AAEL018103	         3722   3878   3720   3879 PF00094.24  VWD               Family     4   157   158     36.4   5.6e-09   1 No_clan  
AAEL018109	           42    284     42    284 PF00089.25  Trypsin           Domain     1   221   221    146.0   1.3e-42   1 CL0124   
AAEL018109	          337    582    337    582 PF00089.25  Trypsin           Domain     1   221   221    144.1     5e-42   1 CL0124   
AAEL018130	           26    271     24    272 PF07714.16  Pkinase_Tyr       Domain     3   259   260    206.0   5.7e-61   1 CL0016   
acd-1	                83    536     83    536 PF00858.23  ASC               Family     1   442   442    287.3     2e-85   1 No_clan  
AgaP_AGAP001245	      49    266     49    266 PF00089.25  Trypsin           Domain     1   221   221    164.2   3.6e-48   1 CL0124   
AgaP_AGAP001246	      58    269     56    277 PF00089.25  Trypsin           Domain     3   215   221    136.0   1.5e-39   1 CL0124   
AgaP_AGAP001247	      17    238     17    240 PF00089.25  Trypsin           Domain     1   219   221    178.2   1.9e-52   1 CL0124   
AgaP_AGAP001248	      43    259     43    266 PF00089.25  Trypsin           Domain     1   215   221    172.8   8.1e-51   1 CL0124   
AgaP_AGAP001249	      42    252     42    256 PF00089.25  Trypsin           Domain     1   214   221    173.7   4.5e-51   1 CL0124   
AgaP_AGAP001250	      54    265     54    273 PF00089.25  Trypsin           Domain     1   215   221    159.3   1.1e-46   1 CL0124   
AgaP_AGAP001251	      64    276     64    284 PF00089.25  Trypsin           Domain     1   215   221    152.6   1.2e-44   1 CL0124   
AgaP_AGAP001252	      35    249     35    254 PF00089.25  Trypsin           Domain     1   216   221    147.5   4.5e-43   1 CL0124   
AgaP_AGAP001685	     160    857    158    857 PF04121.12  Nup84_Nup100      Family     3   692   692    627.9  1.8e-188   1 No_clan  
AgaP_AGAP001686	      15     76     12     77 PF01423.21  LSM               Domain     7    66    67     55.3   3.6e-15   1 CL0527   
AgaP_AGAP001964	     115    349    112    349 PF00089.25  Trypsin           Domain     5   221   221    167.2   4.4e-49   1 CL0124   
AgaP_AGAP002812	      16    176     16    177 PF00071.21  Ras               Domain     1   161   162    195.3   4.6e-58   1 CL0023   
AgaP_AGAP002814	     158    236    158    236 PF04904.12  NCD1              Domain     1    79    79    138.2     6e-41   1 CL0003   
AgaP_AGAP002814	     332    452    331    455 PF04905.12  NCD2              Family     2   122   125    197.8   4.3e-59   1 No_clan  
AgaP_AGAP002814	   158    236    158    236 PF04904.12  NCD1              Domain     1    79    79    138.1   6.4e-41   1 CL0003   
AgaP_AGAP002814	   382    502    381    505 PF04905.12  NCD2              Family     2   122   125    197.7   4.7e-59   1 No_clan  
AgaP_AGAP003248	      55    291     50    291 PF00089.25  Trypsin           Domain     8   221   221    119.4   1.8e-34   1 CL0124   
AgaP_AGAP003565	       7     74      6     77 PF07776.14  zf-AD             Domain     2    69    76     37.8   1.6e-09   1 CL0361   
AgaP_AGAP003565	     611    630    611    631 PF00096.25  zf-C2H2           Domain     1    20    23     16.4    0.0087   1 CL0361   
AgaP_AGAP003565	     655    676    654    676 PF00096.25  zf-C2H2           Domain     2    23    23     16.9     0.006   1 CL0361   
AgaP_AGAP003565	     713    732    712    733 PF00096.25  zf-C2H2           Domain     2    21    23     15.4     0.018   1 CL0361   
AgaP_AGAP003781	      77    370     77    371 PF00732.18  GMC_oxred_N       Domain     1   295   296    254.1   1.6e-75   1 CL0063   
AgaP_AGAP003781	     488    632    488    632 PF05199.12  GMC_oxred_C       Domain     1   144   144    117.1   7.9e-34   1 No_clan  
AgaP_AGAP003782	      56    351     56    352 PF00732.18  GMC_oxred_N       Domain     1   295   296    285.9   3.4e-85   1 CL0063   
AgaP_AGAP003782	     464    607    464    608 PF05199.12  GMC_oxred_C       Domain     1   143   144    138.7   1.8e-40   1 No_clan  
AgaP_AGAP003782	     3    227      1    228 PF00732.18  GMC_oxred_N       Domain    69   295   296    228.7   8.9e-68   1 CL0063   
AgaP_AGAP003782	   340    483    340    484 PF05199.12  GMC_oxred_C       Domain     1   143   144    139.2   1.2e-40   1 No_clan  
AgaP_AGAP003783	      57    353     57    354 PF00732.18  GMC_oxred_N       Domain     1   295   296    282.8     3e-84   1 CL0063   
AgaP_AGAP003783	     465    609    465    609 PF05199.12  GMC_oxred_C       Domain     1   144   144    140.7   4.4e-41   1 No_clan  
AgaP_AGAP003783	   129    425    129    426 PF00732.18  GMC_oxred_N       Domain     1   295   296    282.4   3.9e-84   1 CL0063   
AgaP_AGAP003783	   537    681    537    681 PF05199.12  GMC_oxred_C       Domain     1   144   144    140.4   5.3e-41   1 No_clan  
AgaP_AGAP003784	      80    377     80    378 PF00732.18  GMC_oxred_N       Domain     1   295   296    285.2   5.5e-85   1 CL0063   
AgaP_AGAP003784	     490    633    490    634 PF05199.12  GMC_oxred_C       Domain     1   143   144    137.2     5e-40   1 No_clan  
AgaP_AGAP003785	      57    370     57    371 PF00732.18  GMC_oxred_N       Domain     1   295   296    252.1   6.9e-75   1 CL0063   
AgaP_AGAP003785	     481    625    481    625 PF05199.12  GMC_oxred_C       Domain     1   144   144    137.7   3.7e-40   1 No_clan  
AgaP_AGAP003785	    57    356     57    357 PF00732.18  GMC_oxred_N       Domain     1   295   296    257.6   1.4e-76   1 CL0063   
AgaP_AGAP003785	   468    610    468    612 PF05199.12  GMC_oxred_C       Domain     1   142   144    146.9   5.3e-43   1 No_clan  
AgaP_AGAP003785	    57    356     57    357 PF00732.18  GMC_oxred_N       Domain     1   295   296    243.7   2.4e-72   1 CL0063   
AgaP_AGAP003785	   467    613    467    613 PF05199.12  GMC_oxred_C       Domain     1   144   144    136.7   7.4e-40   1 No_clan  
AgaP_AGAP003785	    57    354     57    355 PF00732.18  GMC_oxred_N       Domain     1   295   296    254.9   9.1e-76   1 CL0063   
AgaP_AGAP003785	   464    607    464    608 PF05199.12  GMC_oxred_C       Domain     1   143   144    144.7   2.5e-42   1 No_clan  
AgaP_AGAP003786	      59    356     59    357 PF00732.18  GMC_oxred_N       Domain     1   295   296    279.4   3.2e-83   1 CL0063   
AgaP_AGAP003786	     474    618    474    618 PF05199.12  GMC_oxred_C       Domain     1   144   144    121.8   2.9e-35   1 No_clan  
AgaP_AGAP003787	      57    355     57    356 PF00732.18  GMC_oxred_N       Domain     1   295   296    269.9   2.5e-80   1 CL0063   
AgaP_AGAP003787	     473    618    473    618 PF05199.12  GMC_oxred_C       Domain     1   144   144    120.6   6.6e-35   1 No_clan  
AgaP_AGAP003921	      39    290     34    292 PF00520.30  Ion_trans         Family     6   243   245     73.3   1.6e-20   1 CL0030   
AgaP_AGAP003921	     342    563    341    568 PF00520.30  Ion_trans         Family     2   238   245    107.3   6.7e-31   1 CL0030   
AgaP_AGAP003921	     856   1130    854   1134 PF00520.30  Ion_trans         Family     3   240   245    144.3   3.4e-42   1 CL0030   
AgaP_AGAP003921	    1179   1424   1177   1425 PF00520.30  Ion_trans         Family     3   244   245     92.7   1.9e-26   1 CL0030   
AgaP_AGAP004082	      29    141     27    142 PF10263.8   SprT-like         Domain     3   114   115    104.7   2.4e-30   1 CL0126   
AgaP_AGAP004172	       3     77      3     85 PF13417.5   GST_N_3           Domain     1    72    75     39.0   7.3e-10   1 CL0172   
AgaP_AGAP004172	     127    186     93    186 PF13410.5   GST_C_2           Domain     7    69    69     29.3     6e-07   1 CL0497   
AgaP_AGAP004566	      83    314     83    314 PF00089.25  Trypsin           Domain     1   221   221    241.7   6.9e-72   1 CL0124   
AgaP_AGAP004567	      85    306     85    306 PF00089.25  Trypsin           Domain     1   221   221    223.0   3.7e-66   1 CL0124   
AgaP_AGAP004568	      43    272     43    272 PF00089.25  Trypsin           Domain     1   221   221    215.5   7.1e-64   1 CL0124   
AgaP_AGAP004569	      51    277     51    277 PF00089.25  Trypsin           Domain     1   221   221    229.3   4.4e-68   1 CL0124   
AgaP_AGAP004570	      22    247     22    247 PF00089.25  Trypsin           Domain     1   221   221    228.4   8.1e-68   1 CL0124   
AgaP_AGAP004856	     138    308    134    310 PF01529.19  DHHC              Family     6   132   134    108.4   2.6e-31   1 No_clan  
AgaP_AGAP004857	     197    366    195    417 PF00089.25  Trypsin           Domain     4   169   221     62.1   5.8e-17   1 CL0124   
AgaP_AGAP005480	      19     88     18     89 PF07776.14  zf-AD             Domain     2    75    76     45.2   7.6e-12   1 CL0361   
AgaP_AGAP005480	     297    319    296    319 PF00096.25  zf-C2H2           Domain     2    23    23     18.3    0.0021   1 CL0361   
AgaP_AGAP005480	     354    371    353    373 PF12874.6   zf-met            Domain     3    20    25     13.9      0.05   1 CL0361   
AgaP_AGAP005480	     383    403    382    403 PF00096.25  zf-C2H2           Domain     3    23    23     19.2    0.0011   1 CL0361   
AgaP_AGAP005480	     470    492    470    492 PF00096.25  zf-C2H2           Domain     1    23    23     19.8   0.00071   1 CL0361   
AgaP_AGAP005481	       5     73      4     75 PF07776.14  zf-AD             Domain     2    74    76     34.9   1.2e-08   1 CL0361   
AgaP_AGAP005481	     247    269    246    269 PF00096.25  zf-C2H2           Domain     2    23    23     19.2    0.0011   1 CL0361   
AgaP_AGAP005481	     277    299    277    299 PF00096.25  zf-C2H2           Domain     1    23    23     20.2   0.00053   1 CL0361   
AgaP_AGAP005481	     303    325    303    325 PF00096.25  zf-C2H2           Domain     2    23    23     15.4     0.017   1 CL0361   
